feature,tophat2,hisat2,hisat2/tophat2
FBgn0037504,10,10,1
FBgn0037506,1,1,1
FBgn0037515,3,3,1
FBgn0037517,1,1,1
FBgn0037518,3,3,1
FBgn0037519,2,2,1
FBgn0037520,3,3,1
FBgn0037521,1,1,1
FBgn0037525,5,5,1
FBgn0037526,3,2,0.6666666666666666
FBgn0037529,6,6,1
FBgn0037530,14,14,1
FBgn0037531,6,6,1
FBgn0037533,35,30,0.8571428571428571
FBgn0037534,5,5,1
FBgn0037535,8,7,0.875
FBgn0037536,21,19,0.9047619047619048
FBgn0037537,5,5,1
FBgn0037538,2,2,1
FBgn0037539,4,4,1
FBgn0037540,2,2,1
FBgn0037541,14,14,1
FBgn0037543,5,4,0.8
FBgn0037544,7,7,1
FBgn0037546,3,3,1
FBgn0037547,19,18,0.9473684210526315
FBgn0037548,4,4,1
FBgn0037549,18,17,0.9444444444444444
FBgn0037551,4,3,0.75
FBgn0037552,2,2,1
FBgn0037553,1,1,1
FBgn0037554,12,12,1
FBgn0037555,24,20,0.8333333333333334
FBgn0037556,22,20,0.9090909090909091
FBgn0037560,1,1,1
FBgn0037561,5,5,1
FBgn0037562,1,1,1
FBgn0037563,1,1,1
FBgn0037565,9,7,0.7777777777777778
FBgn0037566,11,11,1
FBgn0037569,1,1,1
FBgn0037573,9,9,1
FBgn0037574,5,5,1
FBgn0037577,37,30,0.8108108108108109
FBgn0037578,3,3,1
FBgn0037580,19,18,0.9473684210526315
FBgn0037581,1,1,1
FBgn0037583,11,11,1
FBgn0037592,4,4,1
FBgn0037602,2,2,1
FBgn0037603,2,2,1
FBgn0037606,10,7,0.7
FBgn0037607,82,77,0.9390243902439024
FBgn0037608,3,3,1
FBgn0037609,2,1,0.5
FBgn0037610,1,1,1
FBgn0037611,2,2,1
FBgn0037612,4,4,1
FBgn0037613,4,4,1
FBgn0037614,15,14,0.9333333333333333
FBgn0037617,2,2,1
FBgn0037619,6,6,1
FBgn0037620,3,3,1
FBgn0037621,2,1,0.5
FBgn0037622,6,6,1
FBgn0037623,1,1,1
FBgn0037624,58,55,0.9482758620689655
FBgn0037627,1,1,1
FBgn0037630,10,11,1.1
FBgn0037632,33,32,0.9696969696969697
FBgn0037633,7,6,0.8571428571428571
FBgn0037634,4,2,0.5
FBgn0037636,228,210,0.9210526315789473
FBgn0037637,27,26,0.9629629629629629
FBgn0037638,7,8,1.1428571428571428
FBgn0037643,66,63,0.9545454545454546
FBgn0037644,3,1,0.3333333333333333
FBgn0037646,4,4,1
FBgn0037647,10,8,0.8
FBgn0037648,2,2,1
FBgn0037652,11,11,1
FBgn0037653,2,2,1
FBgn0037655,20,19,0.95
FBgn0037656,1,1,1
FBgn0037657,15,12,0.8
FBgn0037659,12,14,1.1666666666666667
FBgn0037660,2,2,1
FBgn0037664,2,2,1
FBgn0037669,2,2,1
FBgn0037670,1,1,1
FBgn0037671,45,41,0.9111111111111111
FBgn0037678,4,4,1
FBgn0037679,1,1,1
FBgn0037680,5,4,0.8
FBgn0037684,1,1,1
FBgn0037686,28,27,0.9642857142857143
FBgn0037687,2,2,1
FBgn0037688,5,3,0.6
FBgn0037698,2,2,1
FBgn0037700,8,7,0.875
FBgn0037702,12,11,0.9166666666666666
FBgn0037705,25,23,0.92
FBgn0037707,6,6,1
FBgn0037709,7,7,1
FBgn0037710,9,9,1
FBgn0037714,1,1,1
FBgn0037715,11,10,0.9090909090909091
FBgn0037716,8,7,0.875
FBgn0037717,2,2,1
FBgn0037718,5,5,1
FBgn0037719,7,5,0.7142857142857143
FBgn0037720,7,6,0.8571428571428571
FBgn0037722,5,5,1
FBgn0037723,3,2,0.6666666666666666
FBgn0037724,7,6,0.8571428571428571
FBgn0037728,59,54,0.9152542372881356
FBgn0037734,11,11,1
FBgn0037736,1,1,1
FBgn0037737,9,10,1.1111111111111112
FBgn0037739,3,2,0.6666666666666666
FBgn0037741,12,12,1
FBgn0037743,4,4,1
FBgn0037744,2,2,1
FBgn0037746,5,5,1
FBgn0037747,5,5,1
FBgn0037749,5,5,1
FBgn0037750,2,1,0.5
FBgn0037751,1,1,1
FBgn0037753,4,1,0.25
FBgn0037754,4,4,1
FBgn0037755,15,14,0.9333333333333333
FBgn0037756,16,16,1
FBgn0037757,19,17,0.8947368421052632
FBgn0037758,9,7,0.7777777777777778
FBgn0037759,1,1,1
FBgn0037760,27,25,0.9259259259259259
FBgn0037761,2,2,1
FBgn0037762,9,7,0.7777777777777778
FBgn0037763,10,8,0.8
FBgn0037764,2,2,1
FBgn0037765,1,1,1
FBgn0037770,27,23,0.8518518518518519
FBgn0037773,3,3,1
FBgn0037777,2,1,0.5
FBgn0037778,2,2,1
FBgn0037779,4,3,0.75
FBgn0037780,4,4,1
FBgn0037781,2,2,1
FBgn0037782,2,2,1
FBgn0037788,11,12,1.0909090909090908
FBgn0037792,7,7,1
FBgn0037794,1,1,1
FBgn0037796,6,4,0.6666666666666666
FBgn0037802,2,1,0.5
FBgn0037807,18,15,0.8333333333333334
FBgn0037809,2,2,1
FBgn0037810,30,25,0.8333333333333334
FBgn0037814,14,13,0.9285714285714286
FBgn0037815,2,2,1
FBgn0037817,1,1,1
FBgn0037819,7,7,1
FBgn0037822,18,15,0.8333333333333334
FBgn0037831,10,10,1
FBgn0037834,24,25,1.0416666666666667
FBgn0037835,2,2,1
FBgn0037842,3,2,0.6666666666666666
FBgn0037843,7,7,1
FBgn0037846,2,1,0.5
FBgn0037848,8,8,1
FBgn0037852,5,5,1
FBgn0037853,3,3,1
FBgn0037855,8,6,0.75
FBgn0037856,6,6,1
FBgn0037873,28,24,0.8571428571428571
FBgn0037874,380,362,0.9526315789473684
FBgn0037875,8,6,0.75
FBgn0037877,1,2,2
FBgn0037878,5,5,1
FBgn0037880,6,5,0.8333333333333334
FBgn0037881,4,4,1
FBgn0037882,2,2,1
FBgn0037885,1,1,1
FBgn0037890,26,25,0.9615384615384616
FBgn0037891,33,33,1
FBgn0037892,1,1,1
FBgn0037894,15,13,0.8666666666666667
FBgn0037895,1,1,1
FBgn0037897,8,8,1
FBgn0037898,3,3,1
FBgn0037899,25,23,0.92
FBgn0037900,2,2,1
FBgn0037901,7,7,1
FBgn0037906,3,3,1
FBgn0037911,2,1,0.5
FBgn0037913,12,10,0.8333333333333334
FBgn0037917,8,7,0.875
FBgn0037918,13,12,0.9230769230769231
FBgn0037920,1,1,1
FBgn0037921,3,3,1
FBgn0037922,3,3,1
FBgn0037924,16,16,1
FBgn0037926,9,9,1
FBgn0037930,9,8,0.8888888888888888
FBgn0037931,3,3,1
FBgn0037933,4,5,1.25
FBgn0037934,4,4,1
FBgn0037942,5,5,1
FBgn0037943,6,6,1
FBgn0037944,15,14,0.9333333333333333
FBgn0037949,11,10,0.9090909090909091
FBgn0037955,7,7,1
FBgn0037958,11,10,0.9090909090909091
FBgn0037960,5,5,1
FBgn0037962,2,1,0.5
FBgn0037963,25,22,0.88
FBgn0037973,2,2,1
FBgn0037978,4,3,0.75
FBgn0037979,15,16,1.0666666666666667
FBgn0037980,3,3,1
FBgn0037989,7,5,0.7142857142857143
FBgn0037992,1,1,1
FBgn0037997,6,4,0.6666666666666666
FBgn0037998,8,6,0.75
FBgn0037999,1,1,1
FBgn0038011,4,4,1
FBgn0038012,1,1,1
FBgn0038013,1,1,1
FBgn0038016,7,6,0.8571428571428571
FBgn0038018,1,1,1
FBgn0038020,5,4,0.8
FBgn0038035,2,1,0.5
FBgn0038037,2,3,1.5
FBgn0038038,4,2,0.5
FBgn0038039,3,2,0.6666666666666666
FBgn0038043,17,14,0.8235294117647058
FBgn0038045,1,1,1
FBgn0038046,2,2,1
FBgn0038047,1,1,1
FBgn0038049,2,2,1
FBgn0038053,7,7,1
FBgn0038055,2,2,1
FBgn0038056,3,3,1
FBgn0038057,2,2,1
FBgn0038058,5,5,1
FBgn0038063,11,12,1.0909090909090908
FBgn0038065,16,8,0.5
FBgn0038071,2,1,0.5
FBgn0038076,1,1,1
FBgn0038080,2,1,0.5
FBgn0038082,5,4,0.8
FBgn0038098,4,4,1
FBgn0038099,12,11,0.9166666666666666
FBgn0038100,24,22,0.9166666666666666
FBgn0038105,1,1,1
FBgn0038106,9,8,0.8888888888888888
FBgn0038108,11,10,0.9090909090909091
FBgn0038110,9,9,1
FBgn0038114,1,1,1
FBgn0038115,1,1,1
FBgn0038118,12,12,1
FBgn0038126,1,1,1
FBgn0038128,3,3,1
FBgn0038129,7,5,0.7142857142857143
FBgn0038135,8,6,0.75
FBgn0038136,5,5,1
FBgn0038143,2,2,1
FBgn0038144,1,1,1
FBgn0038145,70,65,0.9285714285714286
FBgn0038146,9,7,0.7777777777777778
FBgn0038147,4,4,1
FBgn0038148,2,2,1
FBgn0038149,18,14,0.7777777777777778
FBgn0038165,1,1,1
FBgn0038166,5,5,1
FBgn0038167,12,10,0.8333333333333334
FBgn0038168,9,10,1.1111111111111112
FBgn0038181,124,104,0.8387096774193549
FBgn0038183,1,1,1
FBgn0038190,5,5,1
FBgn0038191,16,17,1.0625
FBgn0038194,6,6,1
FBgn0038195,11,11,1
FBgn0038196,6,6,1
FBgn0038197,20,20,1
FBgn0038198,4,4,1
FBgn0038201,1,1,1
FBgn0038206,4,4,1
FBgn0038211,2,2,1
FBgn0038220,15,13,0.8666666666666667
FBgn0038223,8,8,1
FBgn0038224,49,48,0.9795918367346939
FBgn0038225,1,1,1
FBgn0038234,3,3,1
FBgn0038235,1,1,1
FBgn0038237,2,3,1.5
FBgn0038243,7,7,1
FBgn0038244,20,18,0.9
FBgn0038247,4,4,1
FBgn0038250,2,2,1
FBgn0038251,6,6,1
FBgn0038252,32,29,0.90625
FBgn0038256,11,11,1
FBgn0038257,1,1,1
FBgn0038258,4,4,1
FBgn0038262,1,1,1
FBgn0038268,5,5,1
FBgn0038269,6,6,1
FBgn0038271,109,103,0.944954128440367
FBgn0038272,6,6,1
FBgn0038273,5,5,1
FBgn0038274,8,8,1
FBgn0038275,4,4,1
FBgn0038277,64,67,1.046875
FBgn0038279,2,2,1
FBgn0038286,25,23,0.92
FBgn0038291,2,1,0.5
FBgn0038292,2,2,1
FBgn0038294,130,119,0.9153846153846154
FBgn0038296,4,3,0.75
FBgn0038299,1,1,1
FBgn0038300,7,6,0.8571428571428571
FBgn0038302,2,2,1
FBgn0038303,10,10,1
FBgn0038304,5,4,0.8
FBgn0038306,4,4,1
FBgn0038307,11,11,1
FBgn0038312,3,3,1
FBgn0038313,5,4,0.8
FBgn0038316,6,3,0.5
FBgn0038318,10,10,1
FBgn0038319,3,3,1
FBgn0038320,13,12,0.9230769230769231
FBgn0038321,1,1,1
FBgn0038324,3,3,1
FBgn0038325,9,7,0.7777777777777778
FBgn0038326,13,13,1
FBgn0038327,10,10,1
FBgn0038330,1,1,1
FBgn0038331,5,4,0.8
FBgn0038332,2,3,1.5
FBgn0038337,2,2,1
FBgn0038341,8,8,1
FBgn0038344,9,8,0.8888888888888888
FBgn0038348,1,1,1
FBgn0038349,9,8,0.8888888888888888
FBgn0038353,15,15,1
FBgn0038360,6,6,1
FBgn0038363,1,1,1
FBgn0038369,6,6,1
FBgn0038373,1,1,1
FBgn0038376,15,14,0.9333333333333333
FBgn0038381,6,6,1
FBgn0038385,2,2,1
FBgn0038387,5,5,1
FBgn0038388,7,7,1
FBgn0038389,7,3,0.42857142857142855
FBgn0038390,5,5,1
FBgn0038391,4,4,1
FBgn0038394,3,2,0.6666666666666666
FBgn0038395,3,3,1
FBgn0038397,6,5,0.8333333333333334
FBgn0038400,14,14,1
FBgn0038401,7,7,1
FBgn0038404,1,1,1
FBgn0038405,2,2,1
FBgn0038407,3,3,1
FBgn0038412,1,1,1
FBgn0038414,1,1,1
FBgn0038418,17,16,0.9411764705882353
FBgn0038419,2,2,1
FBgn0038420,2,1,0.5
FBgn0038424,2,1,0.5
FBgn0038425,2,1,0.5
FBgn0038426,1,1,1
FBgn0038427,13,13,1
FBgn0038428,12,12,1
FBgn0038429,5,5,1
FBgn0038432,2,2,1
FBgn0038435,1,1,1
FBgn0038437,6,5,0.8333333333333334
FBgn0038438,7,6,0.8571428571428571
FBgn0038439,1,1,1
FBgn0038446,4,4,1
FBgn0038450,17,15,0.8823529411764706
FBgn0038453,4,4,1
FBgn0038454,7,6,0.8571428571428571
FBgn0038461,2,2,1
FBgn0038462,1,2,2
FBgn0038465,4,3,0.75
FBgn0038466,1,1,1
FBgn0038467,5,5,1
FBgn0038469,40,40,1
FBgn0038470,3,2,0.6666666666666666
FBgn0038471,2,2,1
FBgn0038472,3,3,1
FBgn0038473,9,8,0.8888888888888888
FBgn0038474,3,2,0.6666666666666666
FBgn0038475,6,6,1
FBgn0038476,33,25,0.7575757575757576
FBgn0038478,14,13,0.9285714285714286
FBgn0038481,3,2,0.6666666666666666
FBgn0038484,2,2,1
FBgn0038488,4,3,0.75
FBgn0038491,2,2,1
FBgn0038492,3,2,0.6666666666666666
FBgn0038498,2,2,1
FBgn0038499,4,6,1.5
FBgn0038504,7,7,1
FBgn0038515,8,8,1
FBgn0038516,4,4,1
FBgn0038519,9,9,1
FBgn0038524,7,8,1.1428571428571428
FBgn0038526,1,1,1
FBgn0038532,16,13,0.8125
FBgn0038533,6,5,0.8333333333333334
FBgn0038535,29,26,0.896551724137931
FBgn0038536,5,5,1
FBgn0038542,1,2,2
FBgn0038545,4,4,1
FBgn0038546,6,6,1
FBgn0038547,1,1,1
FBgn0038549,3,3,1
FBgn0038550,1,1,1
FBgn0038551,10,10,1
FBgn0038552,2,2,1
FBgn0038564,1,1,1
FBgn0038569,5,5,1
FBgn0038575,4,4,1
FBgn0038576,2,1,0.5
FBgn0038577,4,4,1
FBgn0038578,2,1,0.5
FBgn0038583,2,1,0.5
FBgn0038584,2,2,1
FBgn0038585,5,5,1
FBgn0038586,4,4,1
FBgn0038588,2,2,1
FBgn0038590,1,1,1
FBgn0038593,12,12,1
FBgn0038597,13,13,1
FBgn0038601,2,2,1
FBgn0038603,6,6,1
FBgn0038606,3,1,0.3333333333333333
FBgn0038608,5,3,0.6
FBgn0038609,3,3,1
FBgn0038610,7,6,0.8571428571428571
FBgn0038611,29,25,0.8620689655172413
FBgn0038617,6,6,1
FBgn0038619,1,1,1
FBgn0038629,1,1,1
FBgn0038632,1,1,1
FBgn0038638,8,5,0.625
FBgn0038639,4,3,0.75
FBgn0038640,8,8,1
FBgn0038649,4,3,0.75
FBgn0038651,31,26,0.8387096774193549
FBgn0038652,3,3,1
FBgn0038653,1,1,1
FBgn0038654,2,1,0.5
FBgn0038658,8,7,0.875
FBgn0038659,13,12,0.9230769230769231
FBgn0038662,21,16,0.7619047619047619
FBgn0038666,3,2,0.6666666666666666
FBgn0038672,2,2,1
FBgn0038673,5,5,1
FBgn0038675,3,1,0.3333333333333333
FBgn0038676,1,1,1
FBgn0038678,1,1,1
FBgn0038679,14,10,0.7142857142857143
FBgn0038680,1,1,1
FBgn0038681,10,9,0.9
FBgn0038682,2,3,1.5
FBgn0038683,19,19,1
FBgn0038686,8,6,0.75
FBgn0038692,4,4,1
FBgn0038693,3,3,1
FBgn0038695,1,1,1
FBgn0038701,5,5,1
FBgn0038702,1,1,1
FBgn0038704,10,11,1.1
FBgn0038714,2,2,1
FBgn0038718,4,3,0.75
FBgn0038719,4,3,0.75
FBgn0038720,14,10,0.7142857142857143
FBgn0038721,9,7,0.7777777777777778
FBgn0038722,5,5,1
FBgn0038723,1,1,1
FBgn0038733,2,2,1
FBgn0038735,3,3,1
FBgn0038737,6,6,1
FBgn0038738,18,18,1
FBgn0038739,5,4,0.8
FBgn0038740,10,7,0.7
FBgn0038741,6,6,1
FBgn0038742,6,6,1
FBgn0038744,6,6,1
FBgn0038745,18,17,0.9444444444444444
FBgn0038746,8,9,1.125
FBgn0038747,13,12,0.9230769230769231
FBgn0038752,1,1,1
FBgn0038755,3,3,1
FBgn0038756,5,5,1
FBgn0038760,1,1,1
FBgn0038763,8,8,1
FBgn0038765,2,2,1
FBgn0038766,4,4,1
FBgn0038767,2,2,1
FBgn0038768,5,6,1.2
FBgn0038769,1,1,1
FBgn0038771,11,11,1
FBgn0038772,1,1,1
FBgn0038774,10,10,1
FBgn0038787,17,15,0.8823529411764706
FBgn0038788,1,1,1
FBgn0038790,2,2,1
FBgn0038795,4,4,1
FBgn0038803,5,4,0.8
FBgn0038804,3,3,1
FBgn0038805,6,6,1
FBgn0038808,5,5,1
FBgn0038809,27,25,0.9259259259259259
FBgn0038810,5,6,1.2
FBgn0038811,2,2,1
FBgn0038814,5,5,1
FBgn0038815,2,2,1
FBgn0038816,10,10,1
FBgn0038818,1,1,1
FBgn0038819,16,14,0.875
FBgn0038820,22,23,1.0454545454545454
FBgn0038826,22,22,1
FBgn0038827,11,10,0.9090909090909091
FBgn0038828,2,1,0.5
FBgn0038829,11,9,0.8181818181818182
FBgn0038830,5,5,1
FBgn0038832,1,1,1
FBgn0038834,188,173,0.9202127659574468
FBgn0038839,4,4,1
FBgn0038840,2,2,1
FBgn0038842,5,5,1
FBgn0038845,1,1,1
FBgn0038846,4,4,1
FBgn0038852,1,1,1
FBgn0038853,13,12,0.9230769230769231
FBgn0038854,5,4,0.8
FBgn0038855,5,5,1
FBgn0038857,2,1,0.5
FBgn0038858,4,5,1.25
FBgn0038860,3,2,0.6666666666666666
FBgn0038862,11,10,0.9090909090909091
FBgn0038865,1,1,1
FBgn0038868,1,1,1
FBgn0038869,7,4,0.5714285714285714
FBgn0038870,11,9,0.8181818181818182
FBgn0038871,6,6,1
FBgn0038872,22,21,0.9545454545454546
FBgn0038876,4,2,0.5
FBgn0038877,13,9,0.6923076923076923
FBgn0038878,7,4,0.5714285714285714
FBgn0038881,13,11,0.8461538461538461
FBgn0038889,4,4,1
FBgn0038890,3,1,0.3333333333333333
FBgn0038893,2,2,1
FBgn0038897,1,1,1
FBgn0038903,2,2,1
FBgn0038916,1,1,1
FBgn0038917,5,3,0.6
FBgn0038922,58,40,0.6896551724137931
FBgn0038923,5,3,0.6
FBgn0038924,7,8,1.1428571428571428
FBgn0038925,15,12,0.8
FBgn0038929,2,2,1
FBgn0038930,18,14,0.7777777777777778
FBgn0038934,2,2,1
FBgn0038938,5,5,1
FBgn0038947,26,24,0.9230769230769231
FBgn0038948,10,7,0.7
FBgn0038950,4,3,0.75
FBgn0038953,6,6,1
FBgn0038956,1,1,1
FBgn0038961,11,11,1
FBgn0038964,28,25,0.8928571428571429
FBgn0038965,15,15,1
FBgn0038966,2,1,0.5
FBgn0038968,37,32,0.8648648648648649
FBgn0038972,6,7,1.1666666666666667
FBgn0038973,45,42,0.9333333333333333
FBgn0038974,1,1,1
FBgn0038975,7,7,1
FBgn0038976,12,12,1
FBgn0038977,1,1,1
FBgn0038980,1,1,1
FBgn0038981,6,5,0.8333333333333334
FBgn0038983,6,5,0.8333333333333334
FBgn0038984,35,30,0.8571428571428571
FBgn0038989,16,10,0.625
FBgn0039003,4,2,0.5
FBgn0039004,9,8,0.8888888888888888
FBgn0039006,1,1,1
FBgn0039008,1,1,1
FBgn0039009,1,1,1
FBgn0039013,1,1,1
FBgn0039016,13,13,1
FBgn0039017,4,4,1
FBgn0039019,3,3,1
FBgn0039020,1,1,1
FBgn0039022,1,1,1
FBgn0039024,3,3,1
FBgn0039025,2,2,1
FBgn0039026,49,37,0.7551020408163265
FBgn0039030,1,1,1
FBgn0039031,4,4,1
FBgn0039044,2,2,1
FBgn0039048,2,1,0.5
FBgn0039052,1,1,1
FBgn0039054,1,1,1
FBgn0039055,16,14,0.875
FBgn0039056,9,5,0.5555555555555556
FBgn0039065,7,5,0.7142857142857143
FBgn0039066,5,5,1
FBgn0039067,5,4,0.8
FBgn0039068,2,1,0.5
FBgn0039073,1,1,1
FBgn0039075,1,1,1
FBgn0039078,2,2,1
FBgn0039081,2,2,1
FBgn0039084,2,2,1
FBgn0039085,4,3,0.75
FBgn0039098,3,3,1
FBgn0039099,7,7,1
FBgn0039102,1,1,1
FBgn0039107,1,1,1
FBgn0039108,1,1,1
FBgn0039109,8,8,1
FBgn0039110,5,4,0.8
FBgn0039111,5,4,0.8
FBgn0039112,9,8,0.8888888888888888
FBgn0039113,5,5,1
FBgn0039114,18,15,0.8333333333333334
FBgn0039115,4,4,1
FBgn0039116,3,4,1.3333333333333333
FBgn0039117,6,6,1
FBgn0039118,5,2,0.4
FBgn0039120,56,49,0.875
FBgn0039125,6,3,0.5
FBgn0039126,4,4,1
FBgn0039128,1,1,1
FBgn0039130,8,8,1
FBgn0039131,2,2,1
FBgn0039132,11,12,1.0909090909090908
FBgn0039135,7,7,1
FBgn0039136,3,3,1
FBgn0039137,7,7,1
FBgn0039139,6,6,1
FBgn0039140,8,7,0.875
FBgn0039141,7,6,0.8571428571428571
FBgn0039145,1,1,1
FBgn0039147,1,1,1
FBgn0039150,10,8,0.8
FBgn0039151,10,7,0.7
FBgn0039152,9,8,0.8888888888888888
FBgn0039153,3,3,1
FBgn0039154,2,2,1
FBgn0039155,4,4,1
FBgn0039156,17,17,1
FBgn0039157,10,9,0.9
FBgn0039158,1,1,1
FBgn0039159,2,3,1.5
FBgn0039160,5,4,0.8
FBgn0039161,2,2,1
FBgn0039163,16,16,1
FBgn0039165,1,1,1
FBgn0039169,16,13,0.8125
FBgn0039170,1,1,1
FBgn0039172,4,4,1
FBgn0039175,10,7,0.7
FBgn0039178,3,3,1
FBgn0039182,24,25,1.0416666666666667
FBgn0039183,8,8,1
FBgn0039184,5,4,0.8
FBgn0039186,29,29,1
FBgn0039187,14,13,0.9285714285714286
FBgn0039188,6,4,0.6666666666666666
FBgn0039189,3,1,0.3333333333333333
FBgn0039193,1,1,1
FBgn0039204,4,3,0.75
FBgn0039207,32,25,0.78125
FBgn0039209,28,25,0.8928571428571429
FBgn0039210,4,4,1
FBgn0039212,5,5,1
FBgn0039213,20,19,0.95
FBgn0039214,47,43,0.9148936170212766
FBgn0039215,8,8,1
FBgn0039219,5,5,1
FBgn0039223,10,9,0.9
FBgn0039226,1,1,1
FBgn0039227,17,16,0.9411764705882353
FBgn0039229,13,11,0.8461538461538461
FBgn0039232,2,3,1.5
FBgn0039233,3,3,1
FBgn0039234,11,9,0.8181818181818182
FBgn0039238,2,2,1
FBgn0039240,10,9,0.9
FBgn0039241,23,21,0.9130434782608695
FBgn0039250,5,4,0.8
FBgn0039251,5,4,0.8
FBgn0039252,15,10,0.6666666666666666
FBgn0039254,4,3,0.75
FBgn0039258,2,2,1
FBgn0039259,2,1,0.5
FBgn0039260,7,3,0.42857142857142855
FBgn0039261,18,17,0.9444444444444444
FBgn0039265,4,4,1
FBgn0039266,14,13,0.9285714285714286
FBgn0039269,2,2,1
FBgn0039270,4,5,1.25
FBgn0039273,5,5,1
FBgn0039274,6,6,1
FBgn0039277,1,2,2
FBgn0039291,5,5,1
FBgn0039293,5,5,1
FBgn0039296,4,4,1
FBgn0039300,122,111,0.9098360655737705
FBgn0039301,5,5,1
FBgn0039302,100,97,0.97
FBgn0039303,9,9,1
FBgn0039304,7,7,1
FBgn0039306,9,9,1
FBgn0039311,8,6,0.75
FBgn0039312,12,11,0.9166666666666666
FBgn0039313,12,13,1.0833333333333333
FBgn0039321,3,3,1
FBgn0039324,2,1,0.5
FBgn0039325,1,1,1
FBgn0039326,1,1,1
FBgn0039328,2,2,1
FBgn0039335,3,2,0.6666666666666666
FBgn0039336,1,1,1
FBgn0039337,2,1,0.5
FBgn0039338,22,21,0.9545454545454546
FBgn0039341,11,9,0.8181818181818182
FBgn0039342,39,33,0.8461538461538461
FBgn0039346,1,1,1
FBgn0039347,4,3,0.75
FBgn0039348,39,38,0.9743589743589743
FBgn0039349,5,4,0.8
FBgn0039350,24,22,0.9166666666666666
FBgn0039355,5,5,1
FBgn0039356,1,2,2
FBgn0039358,50,35,0.7
FBgn0039359,210,198,0.9428571428571428
FBgn0039379,3,3,1
FBgn0039380,1,1,1
FBgn0039381,10,8,0.8
FBgn0039385,8,6,0.75
FBgn0039387,1,1,1
FBgn0039402,7,7,1
FBgn0039403,4,4,1
FBgn0039404,2,1,0.5
FBgn0039406,34,32,0.9411764705882353
FBgn0039417,3,3,1
FBgn0039419,14,11,0.7857142857142857
FBgn0039430,4,4,1
FBgn0039431,16,14,0.875
FBgn0039449,5,7,1.4
FBgn0039450,5,3,0.6
FBgn0039451,13,11,0.8461538461538461
FBgn0039452,7,4,0.5714285714285714
FBgn0039459,2,2,1
FBgn0039461,4,2,0.5
FBgn0039464,5,5,1
FBgn0039465,6,5,0.8333333333333334
FBgn0039466,15,15,1
FBgn0039471,5,5,1
FBgn0039472,9,7,0.7777777777777778
FBgn0039474,2,2,1
FBgn0039475,1,2,2
FBgn0039478,1,1,1
FBgn0039479,4,3,0.75
FBgn0039481,4,3,0.75
FBgn0039483,1,1,1
FBgn0039486,6,4,0.6666666666666666
FBgn0039487,7,7,1
FBgn0039488,3,3,1
FBgn0039489,2,2,1
FBgn0039492,34,32,0.9411764705882353
FBgn0039494,1,1,1
FBgn0039504,1,1,1
FBgn0039505,3,3,1
FBgn0039507,5,4,0.8
FBgn0039508,4,3,0.75
FBgn0039509,5,5,1
FBgn0039519,5,4,0.8
FBgn0039525,7,3,0.42857142857142855
FBgn0039528,19,21,1.105263157894737
FBgn0039529,3,1,0.3333333333333333
FBgn0039530,2,2,1
FBgn0039531,2,2,1
FBgn0039532,9,8,0.8888888888888888
FBgn0039537,1,1,1
FBgn0039538,1,1,1
FBgn0039543,6,6,1
FBgn0039544,5,3,0.6
FBgn0039551,1,1,1
FBgn0039554,5,6,1.2
FBgn0039555,5,5,1
FBgn0039557,3,3,1
FBgn0039558,3,2,0.6666666666666666
FBgn0039559,35,32,0.9142857142857143
FBgn0039560,10,10,1
FBgn0039561,27,25,0.9259259259259259
FBgn0039562,63,58,0.9206349206349206
FBgn0039563,34,34,1
FBgn0039566,6,4,0.6666666666666666
FBgn0039580,10,9,0.9
FBgn0039581,4,3,0.75
FBgn0039585,3,1,0.3333333333333333
FBgn0039588,1,1,1
FBgn0039589,10,9,0.9
FBgn0039590,11,11,1
FBgn0039594,8,7,0.875
FBgn0039600,28,27,0.9642857142857143
FBgn0039601,4,3,0.75
FBgn0039602,14,13,0.9285714285714286
FBgn0039612,1,1,1
FBgn0039617,1,1,1
FBgn0039620,2,2,1
FBgn0039623,12,13,1.0833333333333333
FBgn0039625,4,3,0.75
FBgn0039626,4,4,1
FBgn0039627,1,1,1
FBgn0039629,1,1,1
FBgn0039631,7,7,1
FBgn0039632,10,8,0.8
FBgn0039633,56,52,0.9285714285714286
FBgn0039634,14,13,0.9285714285714286
FBgn0039635,39,39,1
FBgn0039636,1,1,1
FBgn0039637,5,5,1
FBgn0039638,9,9,1
FBgn0039640,13,11,0.8461538461538461
FBgn0039641,2,2,1
FBgn0039644,113,96,0.8495575221238938
FBgn0039647,3,3,1
FBgn0039650,3,3,1
FBgn0039654,5,5,1
FBgn0039659,2,2,1
FBgn0039663,11,10,0.9090909090909091
FBgn0039664,7,6,0.8571428571428571
FBgn0039665,6,5,0.8333333333333334
FBgn0039667,2,2,1
FBgn0039668,5,4,0.8
FBgn0039673,4,3,0.75
FBgn0039674,6,6,1
FBgn0039678,2,1,0.5
FBgn0039680,2,2,1
FBgn0039681,1,1,1
FBgn0039682,15,4,0.26666666666666666
FBgn0039685,2,2,1
FBgn0039687,4,4,1
FBgn0039688,4,4,1
FBgn0039689,4,4,1
FBgn0039691,4,3,0.75
FBgn0039696,5,5,1
FBgn0039697,12,9,0.75
FBgn0039698,3,3,1
FBgn0039702,1,1,1
FBgn0039705,7,5,0.7142857142857143
FBgn0039709,7,6,0.8571428571428571
FBgn0039710,7,7,1
FBgn0039711,3,2,0.6666666666666666
FBgn0039712,4,4,1
